gear_ID,category,name,icon,tier,socket_min,socket_max,staminaMax,staminaUse,listeningSSP,listeningEP,getEXP,getSSP_24hRate,getSSP_24hAmount,luck_addrate,getEP_24hRate,getSSP_Play,getSSP_PlayDelay,getSSP_PlayAmount
radio_2_5,Radio,스펙트럼사운드 오디스테이션,radio_2_5,2,0,1,29,,1,7,,,,,,,,
radio_2_6,Radio,노바픽스 퓨처룸,radio_2_6,2,0,2,,,,,58,,,,,4,600,6
radio_2_7,Radio,블루웨이브 하이스카이,radio_2_7,2,0,2,58,,,,,,,,,,,
radio_2_8,Radio,라이트닉스 블레이드사이드,radio_2_8,2,0,4,,14,7,14,,,,,,4,420,7
radio_2_9,Radio,솔라플러그 사운드웨이브,radio_2_9,2,0,3,,,8,20,,,,,,,,
radio_2_10,Radio,퓨어소닉스 사이드파인더,radio_2_10,2,0,0,1,,,,48,,,,,4,420,7
radio_3_1,Radio,썬더 스피커,radio_3_1,3,0,2,,8,,6,10,,,,,,,
radio_3_2,Radio,크리스탈 스피커,radio_3_2,3,0,3,,48,,,,,,,,,,
radio_3_3,Radio,골드 스피커,radio_3_3,3,0,0,1,,42,1,,,,,,,,
radio_3_4,Radio,플래티넘 스피커,radio_3_4,3,0,2,25,,2,,11,,,,,,,
radio_3_5,Radio,다이아몬드 스피커,radio_3_5,3,0,0,48,,,,,,,,,,,
radio_3_6,Radio,루비 스피커,radio_3_6,3,0,4,2,,,44,,,,,,,,
radio_3_7,Radio,사파이어 스피커,radio_3_7,3,0,0,,,,48,,,,,,,,
radio_3_8,Radio,에메랄드 스피커,radio_3_8,3,0,3,,2,,4,21,,,,,,,
radio_3_9,Radio,오팔 스피커,radio_3_9,3,0,2,,42,2,,,,,,,,,
radio_3_10,Radio,진주 스피커,radio_3_10,3,0,2,,,48,,,,,,,,,
radio_4_1,Radio,전설의 현,radio_4_1,4,0,1,38,,,,,,,,,,,
radio_4_2,Radio,신화의 피크,radio_4_2,4,0,3,,,,38,,,,,,,,
radio_4_3,Radio,고대의 활,radio_4_3,4,0,1,,4,,,1,,,,,,,
radio_4_4,Radio,영원의 리드,radio_4_4,4,0,2,2,,,,4,,,,,1,360,6
radio_4_5,Radio,무한의 스틱,radio_4_5,4,0,3,,,4,21,,,,,,2,300,5
radio_4_6,Radio,완벽한 튜닝포크,radio_4_6,4,0,3,2,,,1,,,,,,,,
radio_4_7,Radio,마법의 메트로놈,radio_4_7,4,0,1,,1,,1,29,,,,,,,
radio_4_8,Radio,신성한 음차,radio_4_8,4,0,1,24,1,,5,,,,,,,,
radio_4_9,Radio,영혼의 공명기,radio_4_9,4,0,1,,38,,,,,,,,,,
radio_4_10,Radio,천계의 하모니카,radio_4_10,4,0,2,7,,2,,,,,,,,,
radio_4_11,Radio,화염 룬,radio_4_11,4,0,3,,,,,38,,,,,,,
radio_4_12,Radio,물 룬,radio_4_12,4,0,0,38,,,,,,,,,2,420,5
radio_4_13,Radio,대지 룬,radio_4_13,4,0,2,38,,,,,,,,,,,
radio_4_14,Radio,바람 룬,radio_4_14,4,0,0,,,37,,1,,,,,,,
radio_4_15,Radio,빛 룬,radio_4_15,4,0,1,,,,4,22,,,,,1,180,5
radio_4_16,Radio,어둠 룬,radio_4_16,4,0,3,,,,2,30,,,,,,,
radio_4_17,Radio,번개 룬,radio_4_17,4,0,3,35,,,,1,,,,,,,
radio_4_18,Radio,얼음 룬,radio_4_18,4,0,0,,,14,14,,,,,,,,
radio_4_19,Radio,독 룬,radio_4_19,4,0,2,,,38,,,,,,,,,
radio_4_20,Radio,치유 룬,radio_4_20,4,0,3,33,,,1,,,,,,,,
radio_5_1,Radio,엘프 바이올린,radio_5_1,5,0,1,,,,28,,,,,,,,
radio_5_2,Radio,요정 바이올린,radio_5_2,5,0,2,,,28,,,,,,,0,240,5
radio_5_3,Radio,마법사 바이올린,radio_5_3,5,0,2,,,,,28,,,,,0,180,5
radio_5_4,Radio,기사 바이올린,radio_5_4,5,0,1,,,,28,,,,,,,,
radio_5_5,Radio,왕족 바이올린,radio_5_5,5,0,3,,,,,28,,,,,,,
radio_5_6,Radio,영웅 바이올린,radio_5_6,5,0,2,,,,28,,,,,,0,240,5
radio_5_7,Radio,전설 바이올린,radio_5_7,5,0,1,,28,,,,,,,,,,
radio_5_8,Radio,신화 바이올린,radio_5_8,5,0,0,,28,,,,,,,,,,
radio_5_9,Radio,고대 바이올린,radio_5_9,5,0,3,,28,,,,,,,,,,
radio_5_10,Radio,미래 바이올린,radio_5_10,5,0,3,28,,,,,,,,,,,
radio_5_11,Radio,재즈 색소폰,radio_5_11,5,0,3,,28,,,,,,,,,,
radio_5_12,Radio,블루스 색소폰,radio_5_12,5,0,3,28,,,,,,,,,,,
radio_5_13,Radio,록 색소폰,radio_5_13,5,0,0,,,28,,,,,,,0,240,5
radio_5_14,Radio,팝 색소폰,radio_5_14,5,0,2,,28,,,,,,,,,,
radio_5_15,Radio,클래식 색소폰,radio_5_15,5,0,3,,,28,,,,,,,0,120,5
radio_5_16,Radio,모던 색소폰,radio_5_16,5,0,1,28,,,,,,,,,,,
radio_5_17,Radio,빈티지 색소폰,radio_5_17,5,0,1,,,,,28,,,,,,,
radio_5_18,Radio,퓨전 색소폰,radio_5_18,5,0,2,,,21,,,,,,,,,
radio_5_19,Radio,소울 색소폰,radio_5_19,5,0,2,,28,,,,,,,,,,
radio_5_20,Radio,펑크 색소폰,radio_5_20,5,0,3,,,28,,,,,,,0,300,4
radio_6_1,Radio,황금 트럼펫,radio_6_1,6,0,1,,,,,18,,,,,,,
radio_6_2,Radio,은빛 트럼펫,radio_6_2,6,0,2,,17,,,,,,,,,,
radio_6_3,Radio,구리 트럼펫,radio_6_3,6,0,2,,,16,,,,,,,,,
radio_6_4,Radio,청동 트럼펫,radio_6_4,6,0,1,,,,14,1,,,,,,,
radio_6_5,Radio,백금 트럼펫,radio_6_5,6,0,2,,,18,,,,,,,,,
radio_6_6,Radio,크리스탈 트럼펫,radio_6_6,6,0,0,,,,18,,,,,,,,
radio_6_7,Radio,다이아몬드 트럼펫,radio_6_7,6,0,2,,,,11,1,,,,,,,
radio_6_8,Radio,루비 트럼펫,radio_6_8,6,0,2,2,,,3,,,,,,,,
radio_6_9,Radio,사파이어 트럼펫,radio_6_9,6,0,1,,12,,,,,,,,,,
radio_6_10,Radio,에메랄드 트럼펫,radio_6_10,6,0,2,,,,18,,,,,,,,
radio_7_1,Radio,음성 마법서,radio_7_1,7,0,0,,,,,8,,,,,,,
radio_7_2,Radio,리듬 마법봉,radio_7_2,7,0,2,8,,,,,,,,,,,
radio_7_3,Radio,멜로디 크리스탈,radio_7_3,7,0,0,8,,,,,,,,,,,
radio_7_4,Radio,하모니 구슬,radio_7_4,7,0,1,,,,,8,,,,,,,
radio_7_5,Radio,템포 스크롤,radio_7_5,7,0,1,,,,,8,,,,,,,
radio_7_6,Radio,사운드 룬,radio_7_6,7,0,0,,8,,,,,,,,,,
radio_7_7,Radio,뮤직 포션,radio_7_7,7,0,0,,,,8,,,,,,,,
radio_7_8,Radio,노래 주문서,radio_7_8,7,0,0,,,,,8,,,,,,,
radio_7_9,Radio,악보 마법진,radio_7_9,7,0,0,,,,,8,,,,,,,
radio_7_10,Radio,싱글 레코더,radio_7_10,7,0,0,,8,,,,,,,,,,
