gear_ID,cost_SSP,cost_EP,result_min,result_max,result1,result2,result3,result4,result5,result6,result7,result8
radio_2_5,1000,50,3,5,parts_3_8,parts_2_6,parts_2_1,parts_3_2,parts_3_5,parts_3_8,parts_3_10,parts_3_3
radio_2_6,1000,50,3,5,parts_3_6,parts_3_4,parts_2_10,parts_3_1,parts_2_5,parts_2_2,parts_3_4,parts_3_8
radio_2_7,1000,50,3,5,parts_2_3,parts_2_9,parts_2_6,parts_3_4,parts_2_3,parts_3_5,parts_3_5,parts_2_4
radio_2_8,1000,50,3,5,parts_3_2,parts_2_1,parts_3_1,parts_3_6,parts_2_9,parts_3_3,parts_3_2,parts_2_9
radio_2_9,1000,50,3,5,parts_2_6,parts_2_9,parts_3_2,parts_2_10,parts_2_5,parts_2_10,parts_3_6,parts_2_7
radio_2_10,1000,50,3,5,parts_3_5,parts_2_8,parts_3_8,parts_3_9,parts_2_5,parts_2_4,parts_2_7,parts_3_2
radio_3_1,400,25,2,4,parts_3_4,parts_4_20,parts_4_19,parts_4_9,parts_3_1,parts_4_15,parts_4_16,parts_4_1
radio_3_2,400,25,2,4,parts_4_8,parts_4_11,parts_4_15,parts_3_10,parts_4_13,parts_3_4,parts_3_5,parts_3_9
radio_3_3,400,25,2,4,parts_4_15,parts_4_13,parts_4_6,parts_4_12,parts_4_14,parts_3_1,parts_4_20,parts_3_4
radio_3_4,400,25,2,4,parts_4_2,parts_4_10,parts_4_19,parts_4_6,parts_4_10,parts_4_17,parts_3_6,parts_3_2
radio_3_5,400,25,2,4,parts_4_12,parts_4_9,parts_4_7,parts_4_17,parts_4_7,parts_4_15,parts_4_20,parts_4_14
radio_3_6,400,25,2,4,parts_4_5,parts_3_7,parts_4_8,parts_4_20,parts_4_16,parts_3_4,parts_4_7,parts_4_14
radio_3_7,400,25,2,4,parts_3_5,parts_4_11,parts_4_9,parts_4_8,parts_3_7,parts_4_13,parts_3_7,parts_4_3
radio_3_8,400,25,2,4,parts_4_1,parts_4_17,parts_4_19,parts_3_7,parts_4_11,parts_4_17,parts_4_13,parts_4_6
radio_3_9,400,25,2,4,parts_3_6,parts_3_6,parts_4_3,parts_4_18,parts_4_4,parts_3_1,parts_4_17,parts_4_4
radio_3_10,400,25,2,4,parts_4_7,parts_4_14,parts_3_8,parts_4_9,parts_3_9,parts_4_5,parts_4_18,parts_3_2
radio_4_1,200,0,2,4,parts_4_10,parts_4_12,parts_5_12,parts_4_17,parts_5_13,parts_5_3,parts_5_18,parts_5_12
radio_4_2,200,0,2,4,parts_4_19,parts_4_7,parts_5_16,parts_4_20,parts_5_6,parts_4_3,parts_5_3,parts_4_17
radio_4_3,200,0,2,4,parts_5_15,parts_5_7,parts_4_4,parts_5_2,parts_4_13,parts_4_20,parts_4_1,parts_4_3
radio_4_4,200,0,2,4,parts_5_19,parts_4_18,parts_5_5,parts_5_1,parts_4_17,parts_4_14,parts_4_2,parts_5_14
radio_4_5,200,0,2,4,parts_4_7,parts_5_13,parts_4_11,parts_4_4,parts_5_6,parts_4_11,parts_4_16,parts_4_18
radio_4_6,200,0,2,4,parts_5_14,parts_5_1,parts_5_13,parts_4_1,parts_4_16,parts_5_9,parts_5_11,parts_5_20
radio_4_7,200,0,2,4,parts_4_3,parts_5_1,parts_5_10,parts_4_2,parts_5_5,parts_5_18,parts_5_2,parts_4_2
radio_4_8,200,0,2,4,parts_4_6,parts_5_2,parts_4_8,parts_4_17,parts_4_18,parts_5_15,parts_4_6,parts_5_2
radio_4_9,200,0,2,4,parts_5_12,parts_4_12,parts_4_7,parts_5_2,parts_5_15,parts_4_16,parts_5_12,parts_4_13
radio_4_10,200,0,2,4,parts_5_9,parts_4_16,parts_4_18,parts_5_4,parts_5_3,parts_5_11,parts_4_5,parts_4_14
radio_4_11,200,0,2,4,parts_5_6,parts_5_20,parts_4_1,parts_5_5,parts_5_8,parts_4_1,parts_4_2,parts_4_4
radio_4_12,200,0,2,4,parts_4_20,parts_4_13,parts_4_19,parts_5_4,parts_4_2,parts_4_18,parts_4_12,parts_5_5
radio_4_13,200,0,2,4,parts_5_17,parts_4_15,parts_5_19,parts_4_5,parts_5_19,parts_4_14,parts_4_2,parts_5_5
radio_4_14,200,0,2,4,parts_5_13,parts_5_8,parts_4_10,parts_4_10,parts_5_17,parts_5_17,parts_4_7,parts_5_13
radio_4_15,200,0,2,4,parts_5_1,parts_4_20,parts_5_2,parts_4_14,parts_4_16,parts_4_10,parts_5_16,parts_4_14
radio_4_16,200,0,2,4,parts_4_1,parts_5_19,parts_5_13,parts_5_16,parts_5_8,parts_5_20,parts_5_11,parts_4_17
radio_4_17,200,0,2,4,parts_5_5,parts_5_18,parts_5_8,parts_4_3,parts_4_9,parts_4_17,parts_5_6,parts_4_11
radio_4_18,200,0,2,4,parts_5_15,parts_4_16,parts_4_19,parts_4_11,parts_5_4,parts_5_6,parts_5_11,parts_4_17
radio_4_19,200,0,2,4,parts_5_17,parts_4_18,parts_5_11,parts_5_7,parts_4_8,parts_4_9,parts_4_18,parts_4_18
radio_4_20,200,0,2,4,parts_4_6,parts_5_6,parts_5_17,parts_4_5,parts_5_2,parts_4_10,parts_5_15,parts_4_2
radio_5_1,200,0,2,3,parts_5_10,parts_5_14,parts_6_11,parts_6_11,parts_5_14,parts_5_8,parts_6_11,parts_6_3
radio_5_2,200,0,2,3,parts_5_6,parts_5_6,parts_5_14,parts_5_8,parts_6_6,parts_6_14,parts_6_2,parts_6_6
radio_5_3,200,0,2,3,parts_5_11,parts_5_5,parts_6_8,parts_5_9,parts_6_6,parts_6_4,parts_5_19,parts_6_7
radio_5_4,200,0,2,3,parts_5_9,parts_6_5,parts_5_16,parts_6_14,parts_6_9,parts_6_9,parts_5_16,parts_6_5
radio_5_5,200,0,2,3,parts_6_13,parts_6_13,parts_5_1,parts_5_8,parts_5_14,parts_6_6,parts_5_1,parts_5_15
radio_5_6,200,0,2,3,parts_6_8,parts_5_20,parts_5_6,parts_5_10,parts_5_6,parts_5_7,parts_6_7,parts_6_10
radio_5_7,200,0,2,3,parts_5_8,parts_6_12,parts_6_12,parts_6_5,parts_5_11,parts_5_13,parts_6_5,parts_5_19
radio_5_8,200,0,2,3,parts_5_19,parts_6_10,parts_5_15,parts_5_7,parts_5_9,parts_5_6,parts_5_16,parts_6_2
radio_5_9,200,0,2,3,parts_6_15,parts_5_8,parts_6_3,parts_6_7,parts_6_3,parts_6_12,parts_5_16,parts_5_9
radio_5_10,200,0,2,3,parts_6_14,parts_6_10,parts_6_15,parts_5_11,parts_6_4,parts_5_12,parts_5_5,parts_5_1
radio_5_11,200,0,2,3,parts_5_20,parts_5_14,parts_5_1,parts_6_14,parts_6_13,parts_6_15,parts_5_13,parts_6_3
radio_5_12,200,0,2,3,parts_5_9,parts_5_19,parts_6_9,parts_5_1,parts_5_13,parts_5_5,parts_5_20,parts_5_12
radio_5_13,200,0,2,3,parts_5_6,parts_6_5,parts_5_16,parts_5_6,parts_6_5,parts_6_10,parts_6_6,parts_6_15
radio_5_14,200,0,2,3,parts_5_11,parts_5_4,parts_5_20,parts_6_5,parts_6_8,parts_5_16,parts_6_7,parts_6_9
radio_5_15,200,0,2,3,parts_5_7,parts_5_7,parts_5_12,parts_6_5,parts_6_1,parts_6_6,parts_5_5,parts_6_3
radio_5_16,200,0,2,3,parts_6_9,parts_5_16,parts_5_6,parts_5_18,parts_6_3,parts_5_11,parts_6_6,parts_6_9
radio_5_17,200,0,2,3,parts_5_19,parts_5_2,parts_5_7,parts_5_8,parts_5_8,parts_5_18,parts_5_20,parts_5_19
radio_5_18,200,0,2,3,parts_5_5,parts_6_1,parts_6_2,parts_5_7,parts_5_6,parts_5_7,parts_5_7,parts_5_2
radio_5_19,200,0,2,3,parts_6_5,parts_5_11,parts_5_12,parts_5_5,parts_5_18,parts_5_15,parts_6_2,parts_5_13
radio_5_20,200,0,2,3,parts_6_12,parts_6_3,parts_5_10,parts_5_18,parts_5_5,parts_6_5,parts_6_14,parts_5_5
radio_6_1,100,0,1,3,parts_6_14,parts_7_3,parts_7_2,parts_7_7,parts_6_15,parts_7_5,parts_6_9,parts_7_2
radio_6_2,100,0,1,3,parts_6_2,parts_7_2,parts_7_4,parts_6_12,parts_6_11,parts_6_13,parts_6_12,parts_7_5
radio_6_3,100,0,1,3,parts_7_4,parts_6_3,parts_6_11,parts_7_15,parts_6_9,parts_6_10,parts_7_12,parts_7_9
radio_6_4,100,0,1,3,parts_7_10,parts_6_3,parts_6_9,parts_7_5,parts_6_7,parts_7_4,parts_6_13,parts_7_7
radio_6_5,100,0,1,3,parts_6_11,parts_6_12,parts_7_13,parts_6_11,parts_7_5,parts_7_14,parts_6_3,parts_6_14
radio_6_6,100,0,1,3,parts_6_14,parts_7_3,parts_6_4,parts_6_4,parts_7_10,parts_6_12,parts_7_9,parts_7_14
radio_6_7,100,0,1,3,parts_6_10,parts_6_5,parts_7_7,parts_6_3,parts_6_14,parts_7_4,parts_6_8,parts_6_13
radio_6_8,100,0,1,3,parts_7_9,parts_6_13,parts_6_8,parts_7_13,parts_7_8,parts_6_12,parts_6_10,parts_7_2
radio_6_9,100,0,1,3,parts_6_3,parts_7_8,parts_7_7,parts_6_3,parts_7_8,parts_6_1,parts_7_5,parts_7_13
radio_6_10,100,0,1,3,parts_7_4,parts_6_3,parts_7_9,parts_7_13,parts_7_11,parts_6_11,parts_6_8,parts_7_11
radio_7_1,0,0,1,3,parts_7_8,parts_7_14,parts_7_5,parts_7_6,parts_7_15,parts_7_3,parts_7_9,parts_7_7
radio_7_2,0,0,1,3,parts_7_7,parts_7_9,parts_7_6,parts_7_12,parts_7_15,parts_7_11,parts_7_14,parts_7_1
radio_7_3,0,0,1,3,parts_7_2,parts_7_14,parts_7_8,parts_7_12,parts_7_10,parts_7_5,parts_7_9,parts_7_15
radio_7_4,0,0,1,3,parts_7_13,parts_7_13,parts_7_15,parts_7_7,parts_7_8,parts_7_15,parts_7_15,parts_7_9
radio_7_5,0,0,1,3,parts_7_1,parts_7_6,parts_7_1,parts_7_6,parts_7_11,parts_7_1,parts_7_12,parts_7_8
radio_7_6,0,0,1,3,parts_7_12,parts_7_1,parts_7_4,parts_7_12,parts_7_9,parts_7_12,parts_7_2,parts_7_2
radio_7_7,0,0,1,3,parts_7_10,parts_7_7,parts_7_9,parts_7_8,parts_7_12,parts_7_14,parts_7_10,parts_7_9
radio_7_8,0,0,1,3,parts_7_15,parts_7_8,parts_7_2,parts_7_6,parts_7_12,parts_7_5,parts_7_8,parts_7_8
radio_7_9,0,0,1,3,parts_7_15,parts_7_5,parts_7_6,parts_7_2,parts_7_1,parts_7_10,parts_7_12,parts_7_7
radio_7_10,0,0,1,3,parts_7_11,parts_7_10,parts_7_14,parts_7_10,parts_7_4,parts_7_4,parts_7_1,parts_7_8
